Time in s,Speed in km/h,Sampling time in s,Acceleration in m/s²,Altitude in m,Gradient angle in rad
1451.0,1.2,1.0,-0.9444444444444443,0.0,0.0
1452.0,0.0,1.0,-0.3333333333333333,0.0,0.0
1453.0,0.0,1.0,0.0,0.0,0.0
1454.0,0.0,1.0,0.0,0.0,0.0
1455.0,0.0,1.0,0.0,0.0,0.0
1456.0,0.0,1.0,0.0,0.0,0.0
1457.0,0.0,1.0,0.0,0.0,0.0
1458.0,0.0,1.0,0.0,0.0,0.0
1459.0,0.0,1.0,0.0,0.0,0.0
1460.0,0.0,1.0,0.0,0.0,0.0
1461.0,0.0,1.0,0.0,0.0,0.0
1462.0,0.0,1.0,0.0,0.0,0.0
1463.0,0.0,1.0,0.0,0.0,0.0
1464.0,0.0,1.0,0.0,0.0,0.0
1465.0,0.0,1.0,0.0,0.0,0.0
1466.0,0.0,1.0,0.0,0.0,0.0
1467.0,0.0,1.0,0.0,0.0,0.0
1468.0,0.0,1.0,0.0,0.0,0.0
1469.0,0.0,1.0,0.0,0.0,0.0
1470.0,0.0,1.0,0.0,0.0,0.0
1471.0,0.0,1.0,0.0,0.0,0.0
1472.0,0.0,1.0,0.0,0.0,0.0
1473.0,0.0,1.0,0.0,0.0,0.0
1474.0,0.0,1.0,0.0,0.0,0.0
1475.0,0.0,1.0,0.0,0.0,0.0
1476.0,0.0,1.0,0.0,0.0,0.0
1477.0,0.0,1.0,0.0,0.0,0.0
1478.0,0.0,1.0,0.0,0.0,0.0
1479.0,2.2,1.0,0.6111111111111112,0.0,0.0
1480.0,4.4,1.0,0.6111111111111112,0.0,0.0
1481.0,6.3,1.0,0.5277777777777776,0.0,0.0
1482.0,7.9,1.0,0.4444444444444446,0.0,0.0
1483.0,9.2,1.0,0.3611111111111108,0.0,0.0
1484.0,10.4,1.0,0.33333333333333365,0.0,0.0
1485.0,11.5,1.0,0.30555555555555547,0.0,0.0
1486.0,12.9,1.0,0.38888888888888895,0.0,0.0
1487.0,14.7,1.0,0.49999999999999967,0.0,0.0
1488.0,17.0,1.0,0.6388888888888891,0.0,0.0
1489.0,19.8,1.0,0.7777777777777779,0.0,0.0
1490.0,23.1,1.0,0.9166666666666669,0.0,0.0
1491.0,26.7,1.0,0.9999999999999993,0.0,0.0
1492.0,30.5,1.0,1.0555555555555558,0.0,0.0
1493.0,34.1,1.0,1.0000000000000004,0.0,0.0
1494.0,37.5,1.0,0.944444444444444,0.0,0.0
1495.0,40.6,1.0,0.8611111111111115,0.0,0.0
1496.0,43.3,1.0,0.7499999999999988,0.0,0.0
1497.0,45.7,1.0,0.6666666666666682,0.0,0.0
1498.0,47.7,1.0,0.5555555555555556,0.0,0.0
1499.0,49.3,1.0,0.44444444444444287,0.0,0.0
1500.0,50.5,1.0,0.3333333333333341,0.0,0.0
1501.0,51.3,1.0,0.22222222222222143,0.0,0.0
1502.0,52.1,1.0,0.2222222222222234,0.0,0.0
1503.0,52.7,1.0,0.16666666666666705,0.0,0.0
1504.0,53.4,1.0,0.19444444444444325,0.0,0.0
1505.0,54.0,1.0,0.16666666666666705,0.0,0.0
1506.0,54.5,1.0,0.1388888888888889,0.0,0.0
1507.0,55.0,1.0,0.1388888888888889,0.0,0.0
1508.0,55.6,1.0,0.16666666666666705,0.0,0.0
1509.0,56.3,1.0,0.19444444444444325,0.0,0.0
1510.0,57.2,1.0,0.25000000000000155,0.0,0.0
1511.0,58.5,1.0,0.36111111111111033,0.0,0.0
1512.0,60.2,1.0,0.472222222222223,0.0,0.0
1513.0,62.3,1.0,0.5833333333333317,0.0,0.0
1514.0,64.7,1.0,0.6666666666666682,0.0,0.0
1515.0,67.1,1.0,0.6666666666666643,0.0,0.0
1516.0,69.2,1.0,0.5833333333333357,0.0,0.0
1517.0,70.7,1.0,0.41666666666666663,0.0,0.0
1518.0,71.9,1.0,0.3333333333333341,0.0,0.0
1519.0,72.7,1.0,0.22222222222222143,0.0,0.0
1520.0,73.4,1.0,0.19444444444444522,0.0,0.0
1521.0,73.8,1.0,0.11111111111110875,0.0,0.0
1522.0,74.1,1.0,0.08333333333333254,0.0,0.0
1523.0,74.0,1.0,-0.027777777777776198,0.0,0.0
1524.0,73.6,1.0,-0.11111111111111269,0.0,0.0
1525.0,72.5,1.0,-0.30555555555555397,0.0,0.0
1526.0,70.8,1.0,-0.472222222222223,0.0,0.0
1527.0,68.6,1.0,-0.6111111111111119,0.0,0.0
1528.0,66.2,1.0,-0.6666666666666643,0.0,0.0
1529.0,64.0,1.0,-0.6111111111111119,0.0,0.0
1530.0,62.2,1.0,-0.4999999999999992,0.0,0.0
1531.0,60.9,1.0,-0.36111111111111227,0.0,0.0
1532.0,60.2,1.0,-0.19444444444444325,0.0,0.0
1533.0,60.0,1.0,-0.055555555555556344,0.0,0.0
1534.0,60.4,1.0,0.11111111111111072,0.0,0.0
1535.0,61.4,1.0,0.2777777777777778,0.0,0.0
1536.0,63.2,1.0,0.5000000000000012,0.0,0.0
1537.0,65.6,1.0,0.6666666666666643,0.0,0.0
1538.0,68.4,1.0,0.7777777777777809,0.0,0.0
1539.0,71.6,1.0,0.8888888888888857,0.0,0.0
1540.0,74.9,1.0,0.9166666666666698,0.0,0.0
1541.0,78.4,1.0,0.9722222222222222,0.0,0.0
1542.0,81.8,1.0,0.9444444444444421,0.0,0.0
1543.0,84.9,1.0,0.8611111111111135,0.0,0.0
1544.0,87.4,1.0,0.6944444444444444,0.0,0.0
1545.0,89.0,1.0,0.44444444444444287,0.0,0.0
1546.0,90.0,1.0,0.2777777777777778,0.0,0.0
1547.0,90.6,1.0,0.16666666666666508,0.0,0.0
1548.0,91.0,1.0,0.11111111111111269,0.0,0.0
1549.0,91.5,1.0,0.1388888888888889,0.0,0.0
1550.0,92.0,1.0,0.1388888888888889,0.0,0.0
1551.0,92.7,1.0,0.19444444444444522,0.0,0.0
1552.0,93.4,1.0,0.19444444444444522,0.0,0.0
1553.0,94.2,1.0,0.22222222222222143,0.0,0.0
1554.0,94.9,1.0,0.19444444444444522,0.0,0.0
1555.0,95.7,1.0,0.22222222222222143,0.0,0.0
1556.0,96.6,1.0,0.2499999999999976,0.0,0.0
1557.0,97.7,1.0,0.3055555555555579,0.0,0.0
1558.0,98.9,1.0,0.3333333333333341,0.0,0.0
1559.0,100.4,1.0,0.41666666666666663,0.0,0.0
1560.0,102.0,1.0,0.44444444444444287,0.0,0.0
1561.0,103.6,1.0,0.44444444444444287,0.0,0.0
1562.0,105.2,1.0,0.4444444444444468,0.0,0.0
1563.0,106.8,1.0,0.44444444444444287,0.0,0.0
1564.0,108.5,1.0,0.472222222222223,0.0,0.0
1565.0,110.2,1.0,0.472222222222223,0.0,0.0
1566.0,111.9,1.0,0.472222222222223,0.0,0.0
1567.0,113.7,1.0,0.4999999999999992,0.0,0.0
1568.0,115.3,1.0,0.44444444444444287,0.0,0.0
1569.0,116.8,1.0,0.41666666666666663,0.0,0.0
1570.0,118.2,1.0,0.38888888888889045,0.0,0.0
1571.0,119.5,1.0,0.36111111111111033,0.0,0.0
1572.0,120.7,1.0,0.3333333333333341,0.0,0.0
1573.0,121.8,1.0,0.30555555555555397,0.0,0.0
1574.0,122.6,1.0,0.22222222222222143,0.0,0.0
1575.0,123.2,1.0,0.16666666666666904,0.0,0.0
1576.0,123.6,1.0,0.11111111111110875,0.0,0.0
1577.0,123.7,1.0,0.027777777777780146,0.0,0.0
1578.0,123.6,1.0,-0.027777777777780146,0.0,0.0
1579.0,123.3,1.0,-0.08333333333333254,0.0,0.0
1580.0,123.0,1.0,-0.08333333333333254,0.0,0.0
1581.0,122.5,1.0,-0.1388888888888889,0.0,0.0
1582.0,122.1,1.0,-0.11111111111111269,0.0,0.0
1583.0,121.5,1.0,-0.16666666666666508,0.0,0.0
1584.0,120.8,1.0,-0.19444444444444522,0.0,0.0
1585.0,120.0,1.0,-0.22222222222222143,0.0,0.0
1586.0,119.1,1.0,-0.25000000000000155,0.0,0.0
1587.0,118.1,1.0,-0.2777777777777778,0.0,0.0
1588.0,117.1,1.0,-0.2777777777777778,0.0,0.0
1589.0,116.2,1.0,-0.2499999999999976,0.0,0.0
1590.0,115.5,1.0,-0.19444444444444522,0.0,0.0
1591.0,114.9,1.0,-0.16666666666666508,0.0,0.0
1592.0,114.5,1.0,-0.11111111111111269,0.0,0.0
1593.0,114.1,1.0,-0.11111111111111269,0.0,0.0
1594.0,113.9,1.0,-0.055555555555552395,0.0,0.0
1595.0,113.7,1.0,-0.055555555555556344,0.0,0.0
1596.0,113.3,1.0,-0.11111111111111269,0.0,0.0
1597.0,112.9,1.0,-0.11111111111110875,0.0,0.0
1598.0,112.2,1.0,-0.19444444444444522,0.0,0.0
1599.0,111.4,1.0,-0.22222222222222143,0.0,0.0
1600.0,110.5,1.0,-0.25000000000000155,0.0,0.0
1601.0,109.5,1.0,-0.2777777777777778,0.0,0.0
1602.0,108.5,1.0,-0.2777777777777778,0.0,0.0
1603.0,107.7,1.0,-0.22222222222222143,0.0,0.0
1604.0,107.1,1.0,-0.16666666666666904,0.0,0.0
1605.0,106.6,1.0,-0.1388888888888889,0.0,0.0
1606.0,106.4,1.0,-0.055555555555552395,0.0,0.0
1607.0,106.2,1.0,-0.055555555555556344,0.0,0.0
1608.0,106.2,1.0,0.0,0.0,0.0
1609.0,106.2,1.0,0.0,0.0,0.0
1610.0,106.4,1.0,0.055555555555556344,0.0,0.0
1611.0,106.5,1.0,0.027777777777776198,0.0,0.0
1612.0,106.8,1.0,0.08333333333333254,0.0,0.0
1613.0,107.2,1.0,0.11111111111111269,0.0,0.0
1614.0,107.8,1.0,0.16666666666666508,0.0,0.0
1615.0,108.5,1.0,0.19444444444444522,0.0,0.0
1616.0,109.4,1.0,0.25000000000000155,0.0,0.0
1617.0,110.5,1.0,0.30555555555555397,0.0,0.0
1618.0,111.7,1.0,0.3333333333333341,0.0,0.0
1619.0,113.0,1.0,0.36111111111111033,0.0,0.0
1620.0,114.1,1.0,0.30555555555555397,0.0,0.0
1621.0,115.1,1.0,0.2777777777777778,0.0,0.0
1622.0,115.9,1.0,0.22222222222222537,0.0,0.0
1623.0,116.5,1.0,0.16666666666666508,0.0,0.0
1624.0,116.7,1.0,0.055555555555556344,0.0,0.0
1625.0,116.6,1.0,-0.027777777777780146,0.0,0.0
1626.0,116.2,1.0,-0.11111111111110875,0.0,0.0
1627.0,115.2,1.0,-0.2777777777777778,0.0,0.0
1628.0,113.8,1.0,-0.38888888888889045,0.0,0.0
1629.0,112.0,1.0,-0.4999999999999992,0.0,0.0
1630.0,110.1,1.0,-0.5277777777777793,0.0,0.0
1631.0,108.3,1.0,-0.4999999999999992,0.0,0.0
1632.0,107.0,1.0,-0.36111111111111033,0.0,0.0
1633.0,106.1,1.0,-0.25000000000000155,0.0,0.0
1634.0,105.8,1.0,-0.08333333333333254,0.0,0.0
1635.0,105.7,1.0,-0.027777777777776198,0.0,0.0
1636.0,105.7,1.0,0.0,0.0,0.0
1637.0,105.6,1.0,-0.027777777777780146,0.0,0.0
1638.0,105.3,1.0,-0.08333333333333254,0.0,0.0
1639.0,104.9,1.0,-0.11111111111110875,0.0,0.0
1640.0,104.4,1.0,-0.1388888888888889,0.0,0.0
1641.0,104.0,1.0,-0.11111111111111269,0.0,0.0
1642.0,103.8,1.0,-0.055555555555556344,0.0,0.0
1643.0,103.9,1.0,0.027777777777780146,0.0,0.0
1644.0,104.4,1.0,0.1388888888888889,0.0,0.0
1645.0,105.1,1.0,0.19444444444444128,0.0,0.0
1646.0,106.1,1.0,0.2777777777777778,0.0,0.0
1647.0,107.2,1.0,0.3055555555555579,0.0,0.0
1648.0,108.5,1.0,0.36111111111111033,0.0,0.0
1649.0,109.9,1.0,0.38888888888889045,0.0,0.0
1650.0,111.3,1.0,0.3888888888888865,0.0,0.0
1651.0,112.7,1.0,0.38888888888889045,0.0,0.0
1652.0,113.9,1.0,0.3333333333333341,0.0,0.0
1653.0,115.0,1.0,0.30555555555555397,0.0,0.0
1654.0,116.0,1.0,0.2777777777777778,0.0,0.0
1655.0,116.8,1.0,0.22222222222222143,0.0,0.0
1656.0,117.6,1.0,0.22222222222222143,0.0,0.0
1657.0,118.4,1.0,0.22222222222222537,0.0,0.0
1658.0,119.2,1.0,0.22222222222222143,0.0,0.0
1659.0,120.0,1.0,0.22222222222222143,0.0,0.0
1660.0,120.8,1.0,0.22222222222222143,0.0,0.0
1661.0,121.6,1.0,0.22222222222222143,0.0,0.0
1662.0,122.3,1.0,0.19444444444444522,0.0,0.0
1663.0,123.1,1.0,0.22222222222222143,0.0,0.0
1664.0,123.8,1.0,0.19444444444444522,0.0,0.0
1665.0,124.4,1.0,0.16666666666666904,0.0,0.0
1666.0,125.0,1.0,0.16666666666666508,0.0,0.0
1667.0,125.4,1.0,0.11111111111111269,0.0,0.0
1668.0,125.8,1.0,0.11111111111110875,0.0,0.0
1669.0,126.1,1.0,0.08333333333333254,0.0,0.0
1670.0,126.4,1.0,0.08333333333333649,0.0,0.0
1671.0,126.6,1.0,0.055555555555552395,0.0,0.0
1672.0,126.7,1.0,0.027777777777780146,0.0,0.0
1673.0,126.8,1.0,0.027777777777776198,0.0,0.0
1674.0,126.9,1.0,0.027777777777780146,0.0,0.0
1675.0,126.9,1.0,0.0,0.0,0.0
1676.0,126.9,1.0,0.0,0.0,0.0
1677.0,126.8,1.0,-0.027777777777780146,0.0,0.0
1678.0,126.6,1.0,-0.055555555555556344,0.0,0.0
1679.0,126.3,1.0,-0.08333333333333254,0.0,0.0
1680.0,126.0,1.0,-0.08333333333333254,0.0,0.0
1681.0,125.7,1.0,-0.08333333333333254,0.0,0.0
1682.0,125.6,1.0,-0.027777777777780146,0.0,0.0
1683.0,125.6,1.0,0.0,0.0,0.0
1684.0,125.8,1.0,0.055555555555556344,0.0,0.0
1685.0,126.2,1.0,0.11111111111111269,0.0,0.0
1686.0,126.6,1.0,0.11111111111110875,0.0,0.0
1687.0,127.0,1.0,0.11111111111111269,0.0,0.0
1688.0,127.4,1.0,0.11111111111111269,0.0,0.0
1689.0,127.6,1.0,0.055555555555552395,0.0,0.0
1690.0,127.8,1.0,0.055555555555556344,0.0,0.0
1691.0,127.9,1.0,0.027777777777780146,0.0,0.0
1692.0,128.0,1.0,0.027777777777776198,0.0,0.0
1693.0,128.1,1.0,0.027777777777776198,0.0,0.0
1694.0,128.2,1.0,0.027777777777776198,0.0,0.0
1695.0,128.3,1.0,0.027777777777784094,0.0,0.0
1696.0,128.4,1.0,0.027777777777776198,0.0,0.0
1697.0,128.5,1.0,0.027777777777776198,0.0,0.0
1698.0,128.6,1.0,0.027777777777776198,0.0,0.0
1699.0,128.6,1.0,0.0,0.0,0.0
1700.0,128.5,1.0,-0.027777777777776198,0.0,0.0
1701.0,128.3,1.0,-0.055555555555552395,0.0,0.0
1702.0,128.1,1.0,-0.05555555555556029,0.0,0.0
1703.0,127.9,1.0,-0.055555555555552395,0.0,0.0
1704.0,127.6,1.0,-0.08333333333333649,0.0,0.0
1705.0,127.4,1.0,-0.055555555555552395,0.0,0.0
1706.0,127.2,1.0,-0.055555555555556344,0.0,0.0
1707.0,127.0,1.0,-0.055555555555556344,0.0,0.0
1708.0,126.9,1.0,-0.027777777777776198,0.0,0.0
1709.0,126.8,1.0,-0.027777777777780146,0.0,0.0
1710.0,126.7,1.0,-0.027777777777776198,0.0,0.0
1711.0,126.8,1.0,0.027777777777776198,0.0,0.0
1712.0,126.9,1.0,0.027777777777780146,0.0,0.0
1713.0,127.1,1.0,0.055555555555552395,0.0,0.0
1714.0,127.4,1.0,0.08333333333333649,0.0,0.0
1715.0,127.7,1.0,0.08333333333333254,0.0,0.0
1716.0,128.1,1.0,0.11111111111110875,0.0,0.0
1717.0,128.5,1.0,0.11111111111111269,0.0,0.0
1718.0,129.0,1.0,0.1388888888888889,0.0,0.0
1719.0,129.5,1.0,0.1388888888888889,0.0,0.0
1720.0,130.1,1.0,0.16666666666666508,0.0,0.0
1721.0,130.6,1.0,0.1388888888888889,0.0,0.0
1722.0,131.0,1.0,0.11111111111111269,0.0,0.0
1723.0,131.2,1.0,0.055555555555552395,0.0,0.0
1724.0,131.3,1.0,0.027777777777784094,0.0,0.0
1725.0,131.2,1.0,-0.027777777777784094,0.0,0.0
1726.0,130.7,1.0,-0.1388888888888889,0.0,0.0
1727.0,129.8,1.0,-0.24999999999999367,0.0,0.0
1728.0,128.4,1.0,-0.38888888888889045,0.0,0.0
1729.0,126.5,1.0,-0.5277777777777793,0.0,0.0
1730.0,124.1,1.0,-0.6666666666666682,0.0,0.0
1731.0,121.6,1.0,-0.6944444444444444,0.0,0.0
1732.0,119.0,1.0,-0.7222222222222207,0.0,0.0
1733.0,116.5,1.0,-0.6944444444444444,0.0,0.0
1734.0,114.1,1.0,-0.6666666666666682,0.0,0.0
1735.0,111.8,1.0,-0.6388888888888881,0.0,0.0
1736.0,109.5,1.0,-0.6388888888888881,0.0,0.0
1737.0,107.1,1.0,-0.6666666666666682,0.0,0.0
1738.0,104.8,1.0,-0.6388888888888881,0.0,0.0
1739.0,102.5,1.0,-0.6388888888888881,0.0,0.0
1740.0,100.4,1.0,-0.5833333333333317,0.0,0.0
1741.0,98.6,1.0,-0.5000000000000031,0.0,0.0
1742.0,97.2,1.0,-0.3888888888888865,0.0,0.0
1743.0,95.9,1.0,-0.36111111111111033,0.0,0.0
1744.0,94.8,1.0,-0.3055555555555579,0.0,0.0
1745.0,93.8,1.0,-0.2777777777777778,0.0,0.0
1746.0,92.8,1.0,-0.2777777777777778,0.0,0.0
1747.0,91.8,1.0,-0.2777777777777778,0.0,0.0
1748.0,91.0,1.0,-0.22222222222222143,0.0,0.0
1749.0,90.2,1.0,-0.22222222222222143,0.0,0.0
1750.0,89.6,1.0,-0.16666666666666904,0.0,0.0
1751.0,89.1,1.0,-0.1388888888888889,0.0,0.0
1752.0,88.6,1.0,-0.1388888888888889,0.0,0.0
1753.0,88.1,1.0,-0.1388888888888889,0.0,0.0
1754.0,87.6,1.0,-0.1388888888888889,0.0,0.0
1755.0,87.1,1.0,-0.1388888888888889,0.0,0.0
1756.0,86.6,1.0,-0.1388888888888889,0.0,0.0
1757.0,86.1,1.0,-0.1388888888888889,0.0,0.0
1758.0,85.5,1.0,-0.16666666666666508,0.0,0.0
1759.0,85.0,1.0,-0.1388888888888889,0.0,0.0
1760.0,84.4,1.0,-0.16666666666666508,0.0,0.0
1761.0,83.8,1.0,-0.16666666666666904,0.0,0.0
1762.0,83.2,1.0,-0.16666666666666508,0.0,0.0
1763.0,82.6,1.0,-0.16666666666666904,0.0,0.0
1764.0,82.0,1.0,-0.16666666666666508,0.0,0.0
1765.0,81.3,1.0,-0.19444444444444522,0.0,0.0
1766.0,80.4,1.0,-0.2499999999999976,0.0,0.0
1767.0,79.1,1.0,-0.36111111111111427,0.0,0.0
1768.0,77.4,1.0,-0.47222222222221905,0.0,0.0
1769.0,75.1,1.0,-0.6388888888888921,0.0,0.0
1770.0,72.3,1.0,-0.777777777777777,0.0,0.0
1771.0,69.1,1.0,-0.8888888888888896,0.0,0.0
1772.0,65.9,1.0,-0.8888888888888857,0.0,0.0
1773.0,62.7,1.0,-0.8888888888888896,0.0,0.0
1774.0,59.7,1.0,-0.8333333333333333,0.0,0.0
1775.0,57.0,1.0,-0.7500000000000008,0.0,0.0
1776.0,54.6,1.0,-0.6666666666666663,0.0,0.0
1777.0,52.2,1.0,-0.6666666666666663,0.0,0.0
1778.0,49.7,1.0,-0.6944444444444444,0.0,0.0
1779.0,46.8,1.0,-0.8055555555555571,0.0,0.0
1780.0,43.5,1.0,-0.9166666666666659,0.0,0.0
1781.0,39.9,1.0,-1.0000000000000004,0.0,0.0
1782.0,36.4,1.0,-0.9722222222222222,0.0,0.0
1783.0,33.2,1.0,-0.8888888888888877,0.0,0.0
1784.0,30.5,1.0,-0.7500000000000008,0.0,0.0
1785.0,28.3,1.0,-0.6111111111111109,0.0,0.0
1786.0,26.3,1.0,-0.5555555555555556,0.0,0.0
1787.0,24.4,1.0,-0.5277777777777783,0.0,0.0
1788.0,22.5,1.0,-0.5277777777777773,0.0,0.0
1789.0,20.5,1.0,-0.5555555555555556,0.0,0.0
1790.0,18.2,1.0,-0.6388888888888891,0.0,0.0
1791.0,15.5,1.0,-0.7499999999999998,0.0,0.0
1792.0,12.3,1.0,-0.8888888888888886,0.0,0.0
1793.0,8.7,1.0,-1.0000000000000004,0.0,0.0
1794.0,5.2,1.0,-0.972222222222222,0.0,0.0
1795.0,0.0,1.0,-1.4444444444444444,0.0,0.0
1796.0,0.0,1.0,0.0,0.0,0.0
1797.0,0.0,1.0,0.0,0.0,0.0
1798.0,0.0,1.0,0.0,0.0,0.0
1799.0,0.0,1.0,0.0,0.0,0.0
1800.0,0.0,1.0,0.0,0.0,0.0
1801.0,0.0,1.0,0.0,0.0,0.0
1802.0,0.0,1.0,0.0,0.8810572687224669,0.0
1803.0,0.0,1.0,0.0,1.7621145374449338,0.0
1804.0,0.0,1.0,0.0,2.643171806167401,0.0
1805.0,0.8,1.0,0.22222222222222224,3.5242290748898677,0.05579451855208491
1806.0,3.6,1.0,0.7777777777777777,4.405286343612334,0.05579451855208491
1807.0,8.6,1.0,1.3888888888888888,5.286343612334802,0.05579451855208491
1808.0,14.6,1.0,1.6666666666666665,6.167400881057269,0.05579451855208491
1809.0,20.0,1.0,1.5,7.048458149779735,0.05579451855208491
1810.0,24.4,1.0,1.2222222222222219,7.929515418502202,0.05579451855208491
1811.0,28.2,1.0,1.0555555555555558,8.810572687224669,0.05579451855208491
1812.0,31.7,1.0,0.9722222222222222,9.691629955947135,0.05579451855208491
1813.0,35.0,1.0,0.9166666666666669,10.572687224669604,0.05579451855208491
1814.0,37.6,1.0,0.7222222222222227,11.45374449339207,0.05579451855208491
1815.0,39.7,1.0,0.5833333333333337,12.334801762114537,0.05579451855208491
1816.0,41.5,1.0,0.4999999999999992,13.215859030837004,0.05579451855208491
1817.0,43.6,1.0,0.5833333333333337,14.09691629955947,0.05579451855208491
1818.0,46.0,1.0,0.6666666666666663,14.977973568281937,0.05579451855208491
1819.0,48.4,1.0,0.6666666666666663,15.859030837004404,0.05579451855208491
1820.0,50.5,1.0,0.5833333333333337,16.740088105726873,0.05579451855208491
1821.0,51.9,1.0,0.3888888888888885,17.621145374449338,0.05579451855208491
1822.0,52.6,1.0,0.19444444444444522,18.502202643171806,0.05579451855208491
1823.0,52.8,1.0,0.05555555555555437,19.38325991189427,0.05579451855208491
1824.0,52.9,1.0,0.027777777777778172,20.26431718061674,0.05579451855208491
1825.0,53.1,1.0,0.055555555555556344,21.145374449339208,0.05579451855208491
1826.0,53.3,1.0,0.05555555555555437,22.026431718061673,0.05579451855208491
1827.0,53.1,1.0,-0.05555555555555437,22.90748898678414,0.05579451855208491
1828.0,52.3,1.0,-0.2222222222222234,23.788546255506606,0.05579451855208491
1829.0,50.7,1.0,-0.44444444444444287,24.669603524229075,0.05579451855208491
1830.0,48.8,1.0,-0.5277777777777793,25.55066079295154,0.05579451855208491
1831.0,46.5,1.0,-0.6388888888888881,26.431718061674008,0.05579451855208491
1832.0,43.8,1.0,-0.7500000000000008,27.312775330396473,0.05579451855208491
1833.0,40.3,1.0,-0.9722222222222222,28.19383259911894,0.05579451855208491
1834.0,36.0,1.0,-1.1944444444444435,29.07488986784141,0.05579451855208491
1835.0,30.7,1.0,-1.4722222222222223,29.955947136563875,0.05579451855208491
1836.0,25.4,1.0,-1.4722222222222223,30.837004405286343,0.05579451855208491
1837.0,21.0,1.0,-1.2222222222222219,31.71806167400881,0.05579451855208491
1838.0,16.7,1.0,-1.1944444444444446,32.59911894273127,0.05579451855208491
1839.0,13.4,1.0,-0.9166666666666663,33.480176211453745,0.05579451855208491
1840.0,12.0,1.0,-0.38888888888888895,34.36123348017621,0.05579451855208491
1841.0,12.1,1.0,0.02777777777777768,35.242290748898675,0.05579451855208491
1842.0,12.8,1.0,0.19444444444444473,36.12334801762115,0.05579451855208491
1843.0,15.6,1.0,0.7777777777777775,37.00440528634361,0.05579451855208491
1844.0,19.9,1.0,1.1944444444444442,37.88546255506608,0.05579451855208491
1845.0,23.4,1.0,0.9722222222222222,38.76651982378854,0.05579451855208491
1846.0,24.6,1.0,0.3333333333333341,39.647577092511014,0.05579451855208491
1847.0,25.2,1.0,0.16666666666666607,40.52863436123348,0.05579451855208491
1848.0,26.4,1.0,0.33333333333333315,41.409691629955944,0.05579451855208491
1849.0,28.8,1.0,0.6666666666666673,42.290748898678416,0.05579451855208491
1850.0,31.8,1.0,0.8333333333333333,43.17180616740088,0.05579451855208491
1851.0,35.3,1.0,0.9722222222222212,44.052863436123346,0.05579451855208491
1852.0,39.5,1.0,1.1666666666666674,44.93392070484581,0.05579451855208491
1853.0,44.5,1.0,1.3888888888888888,45.81497797356828,0.05579451855208491
1854.0,49.3,1.0,1.3333333333333326,46.69603524229075,0.05579451855208491
1855.0,53.3,1.0,1.1111111111111112,47.57709251101321,0.05579451855208491
1856.0,56.4,1.0,0.8611111111111115,48.45814977973568,0.05579451855208491
1857.0,58.9,1.0,0.6944444444444444,49.33920704845815,0.05579451855208491
1858.0,61.2,1.0,0.6388888888888901,50.220264317180614,0.05579451855208491
1859.0,62.6,1.0,0.3888888888888885,51.10132158590308,0.05579451855208491
1860.0,63.0,1.0,0.11111111111111072,51.98237885462555,0.05579451855208491
1861.0,62.5,1.0,-0.1388888888888889,52.863436123348016,0.05579451855208491
1862.0,60.9,1.0,-0.4444444444444448,53.74449339207048,0.05579451855208491
1863.0,59.3,1.0,-0.4444444444444448,54.625550660792946,0.05579451855208491
1864.0,58.6,1.0,-0.19444444444444325,55.50660792951542,0.05579451855208491
1865.0,58.6,1.0,0.0,56.38766519823788,0.05579451855208491
1866.0,58.7,1.0,0.027777777777778172,57.26872246696035,0.05579451855208491
1867.0,58.8,1.0,0.027777777777776198,58.14977973568282,0.05579451855208491
1868.0,58.8,1.0,0.0,59.030837004405285,0.05579451855208491
1869.0,58.8,1.0,0.0,59.91189427312775,0.05579451855208491
1870.0,59.1,1.0,0.08333333333333452,60.792951541850215,0.05579451855208491
1871.0,60.1,1.0,0.2777777777777778,61.67400881057269,0.05579451855208491
1872.0,61.7,1.0,0.4444444444444448,62.55506607929515,0.05579451855208491
1873.0,63.0,1.0,0.36111111111111033,63.43612334801762,0.05579451855208491
1874.0,63.7,1.0,0.19444444444444522,64.31718061674009,0.05579451855208491
1875.0,63.9,1.0,0.05555555555555437,65.19823788546255,0.05579451855208491
1876.0,63.5,1.0,-0.11111111111111072,66.07929515418502,0.05579451855208491
1877.0,62.3,1.0,-0.3333333333333341,66.96035242290749,0.05579451855208491
1878.0,60.3,1.0,-0.5555555555555556,67.84140969162995,0.05579451855208491
1879.0,58.9,1.0,-0.3888888888888885,68.72246696035242,0.05579451855208491
1880.0,58.4,1.0,-0.1388888888888889,69.60352422907489,0.05579451855208491
1881.0,58.8,1.0,0.11111111111111072,70.48458149779735,0.05579451855208491
1882.0,60.2,1.0,0.38888888888889045,71.36563876651982,0.05579451855208491
1883.0,62.3,1.0,0.5833333333333317,72.2466960352423,0.05579451855208491
1884.0,63.9,1.0,0.4444444444444448,73.12775330396475,0.05579451855208491
1885.0,64.5,1.0,0.16666666666666705,74.00881057268722,0.05579451855208491
1886.0,64.4,1.0,-0.027777777777776198,74.88986784140968,0.05579451855208491
1887.0,63.5,1.0,-0.25000000000000155,75.77092511013215,0.05579451855208491
1888.0,62.0,1.0,-0.41666666666666663,76.65198237885463,0.05579451855208491
1889.0,61.2,1.0,-0.22222222222222143,77.53303964757708,0.05579451855208491
1890.0,61.3,1.0,0.027777777777776198,78.41409691629956,0.05579451855208491
